ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,1,"4,820",0,"4,820",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,2,"7,014",0,"7,014",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,3,"11,899",0,"11,899",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,4,"22,406",0,"22,406",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,5,"28,259",0,"28,259",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,6,"37,096",0,"37,096",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,7,"44,944",0,"44,944",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,8,"47,853",0,"47,853",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,9,"25,869",0,"25,869",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,10,"19,645",0,"19,645",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,11,"8,108",0,"8,108",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,12,"4,976",0,"4,976",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,1,"16,292","20,373","107,527","20,373",0,0,66,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,1997,"2,760,306","252,576","14,702,522","252,576",0,0,"115,935","28,512",0,0,"10,286"
Acadia NP,ACAD,National Park,Northeast ,ME,1997,2,"17,230","19,923","113,718","19,923",0,0,84,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,1997,"2,760,306","252,576","14,702,522","252,576",0,0,"115,935","28,512",0,0,"10,286"
Acadia NP,ACAD,National Park,Northeast ,ME,1997,3,"27,035","20,373","178,431","20,373",0,0,237,12,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,1997,"2,760,306","252,576","14,702,522","252,576",0,0,"115,935","28,512",0,0,"10,286"
Acadia NP,ACAD,National Park,Northeast ,ME,1997,4,"77,005","21,723","446,629","21,723",0,0,975,207,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,1997,"2,760,306","252,576","14,702,522","252,576",0,0,"115,935","28,512",0,0,"10,286"
Acadia NP,ACAD,National Park,Northeast ,ME,1997,5,"132,194","21,923","766,725","21,923",0,0,"5,592","1,023",0,0,"1,176",Acadia NP,ACAD,National Park,Northeast ,ME,1997,"2,760,306","252,576","14,702,522","252,576",0,0,"115,935","28,512",0,0,"10,286"
